icao,iata,synop,name,state,country,lat,lon,elev,priority,srcid
KSBP,SBP,,San Luis Obispo,CA,US,35.24,-120.64,59,6,KSBP
KTLH,TLH,72214,Tallahassee,FL,US,30.4,-84.35,19,3,KTLH
KDLH,DLH,72745,Duluth,MN,US,46.84,-92.18,435,2,KDLH
KHVR,HVR,72777,Havre,MT,US,48.55,-109.77,787,3,KHVR
KDAY,DAY,72429,Dayton,OH,US,39.91,-84.2,305,4,KDAY
KBTM,BTM,,Butte,MT,US,45.96,-112.5,1688,6,KBTM
KCIU,CIU,,Chippewa,MI,US,46.26,-84.47,244,7,KCIU
CYMT,YMT,71822,Chibougamau-Chapais,QB,CA,49.78,-74.53,387,6,CYMT
KMSV,MSV,,Monticello,NY,US,41.71,-74.8,428,7,KMSV
KCNU,CNU,,Chanute,KS,US,37.68,-95.48,297,6,KCNU
KICT,ICT,72450,Wichita,KS,US,37.66,-97.43,407,3,KICT
CYXE,YXE,71866,Saskatoon,SK,CA,52.18,-106.7,504,5,CYXE
KMIE,MIE,,Muncie,IN,US,40.242,-85.396,285,7,KMIE
KSBN,SBN,72535,South Bend,IN,US,41.71,-86.32,237,4,KSBN
KPIH,PIH,72578,Pocatello,ID,US,42.93,-112.6,1359,3,KPIH
KHPN,HPN,,White Plains,NY,US,41.08,-73.72,121,6,KHPN
MMHO,HMO,76160,Hermosillo,,MX,29.07,-110.97,184,6,MMHO
MUVR,,78229,Varadero,,CU,23.13,-81.28,65,6,MUVR
KPIA,PIA,72532,Peoria,IL,US,40.66,-89.68,205,4,KPIA
KBVR,BVR,,Beaver Rim,WY,US,42.58,-108.28,2072,9,KBVR
,WNF,74753,Winnfield Profiler,LA,US,31.92,-92.74,51,8,WNF
KSBM,SBM,99433,Sheboygan,WI,US,43.78,-87.85,232,7,KSBM
KDMN,DMN,,Deming,NM,US,32.26,-107.7,1311,6,KDMN
KMKX,MKX,72640,Milwaukee WFO,WI,US,42.9666666667,-88.55,292,8,KMKX
CWMW,WMW,71722,Maniwaki,QB,CA,46.39,-75.96,170,8,CWMW
,RWD,74433,McCook Profiler,NE,US,40.12,-100.63,801,8,RWD
KCLL,CLL,,College Station,TX,US,30.58,-96.37,96,4,KCLL
KWRB,WRB,,Robins AFB,GA,US,32.64,-83.6,90,6,KWRB
KTCC,TCC,,Tucumcari,NM,US,35.19,-103.6,1235,6,KTCC
KMHE,MHE,,Mitchell,SD,US,43.77,-98.04,397,7,KMHE
KBDE,BDE,,Baudette,MN,US,48.73,-94.6,329,7,KBDE
KLEB,LEB,72611,Lebanon,NH,US,43.63,-72.3,171,6,KLEB
KFOD,FOD,72549,Fort Dodge,IA,US,42.55,-94.18,355,6,KFOD
KBRA,BRA,,Brandt,SD,US,44.6833333333,-96.85,564,9,KBRA
KLSF,LSF,72225,Fort Benning,GA,US,32.34,-85.0,71,6,KLSF
KELY,ELY,72486,Ely,NV,US,39.29,-114.85,1906,3,KELY
MMCS,CJS,,Cuidad Juarez,,MX,31.63,-106.43,1171,6,MMCS
KMCE,MCE,,Merced,CA,US,37.29,-120.52,47,6,KMCE
KASD,ASD,,Slidell,LA,US,30.35,-89.78,7,2,KASD
KLVM,LVM,,Livingston,MT,US,45.71,-110.43,1418,6,KLVM
KMWH,MWH,,Moses Lake,WA,US,47.21,-119.32,362,6,KMWH
KHTS,HTS,72425,Huntington,WV,US,38.38,-82.55,254,3,KHTS
MYGF,,78062,Freeport,,BS,26.55,-78.7,2,3,MYGF
KSCH,SCH,,Schenectady,NY,US,42.86,-73.93,115,7,KSCH
KBBG,BBG,,Branson,MO,US,36.52,-93.27,320,7,KBBG
KTOL,TOL,72536,Toledo Express,OH,US,41.61,-83.8,210,6,KTOL
CYUL,YUL,71627,Montreal/Dorval,QB,CA,45.47,-73.75,36,0,CYUL
KOAK,OAK,72493,Oakland,CA,US,37.7,-122.22,26,1,KOAK
KLND,LND,72576,Lander,WY,US,42.83,-108.73,1694,6,KLND
KSAT,SAT,72253,San Antonio,TX,US,29.54,-98.47,243,0,KSAT
,NDS,74542,Neodesha Profiler,KS,US,37.4,-95.69,266,8,NDS
KLMT,LMT,,Klamath Falls,OR,US,42.16,-121.73,1246,6,KLMT
KBJI,BJI,72755,Bemidji,MN,US,47.51,-94.93,420,6,KBJI
KEWB,EWB,,New Bedford,MA,US,41.69,-70.97,23,7,KEWB
KDCA,DCA,72405,Washington/National,VA,US,38.86,-77.03,18,1,KDCA
KSOW,SOW,,Show Low,AZ,US,34.265,-110.006,1954,6,KSOW
,VCI,74640,Vici Profiler,OK,US,36.12,-99.23,614,8,VCI
KCTB,CTB,,Cut Bank,MT,US,48.61,-112.37,1175,4,KCTB
KMSO,MSO,72773,Missoula,MT,US,46.93,-114.08,975,3,KMSO
KDRA,DRA,72387,Mercury,NV,US,36.62,-116.02,1006,5,KDRA
KUNI,UNI,,Athens,OH,US,39.212,-82.229,193,8,KUNI
K4BQ,4BQ,72667,Broadus,MT,US,45.44,-105.4,922,9,K4BQ
MUNG,,78221,Nueva Gerona,Isla De Pinos,CU,21.83,-82.783,23,7,MUNG
,MDN,74468,Jefferson Prvg,IN,US,38.88,-85.39,242,8,MDN
,AZC,74630,Aztec Profiler,NM,US,36.81,-107.88,1831,8,AZC
KIDI,IDI,,Indiana,PA,US,40.63,-79.1,429,7,KIDI
MMZC,ZCL,,Zacatecas,,MX,22.9,-102.68,2177,4,MMZC
KCRQ,CRQ,,Carlsbad,CA,US,33.14,-117.28,99,6,KCRQ
KSRR,SRR,,Ruidoso,NM,US,33.463,-105.535,2076,7,KSRR
MUBA,,78268,Baracoa Oriente,,CU,20.35,-74.5,9,7,MUBA
KVRB,VRB,,Vero Beach,FL,US,27.65,-80.42,10,4,KVRB
KBWI,BWI,72406,Baltimore,MD,US,39.19,-76.67,59,3,KBWI
KEVV,EVV,72432,Evansville,IN,US,38.05,-87.53,117,4,KEVV
CYXH,YXH,71872,Medicine Hat,AB,CA,50.03,-110.72,716,6,CYXH
KFVE,FVE,,Frenchville,ME,US,47.29,-68.32,301,7,KFVE
K4HV,4HV,72473,Hanksville,UT,US,38.38,-110.72,1314,7,K4HV
KLZK,LZK,72340,North Little Rock,AR,US,34.84,-92.25,173,8,KLZK
KDTW,DTW,72537,Detroit Metro,MI,US,42.23,-83.33,195,1,KDTW
KPIB,PIB,,Pine Belt,MS,US,31.47,-89.33,91,6,KPIB
KPDX,PDX,72698,Portland,OR,US,45.61,-122.6,7,2,KPDX
KFAR,FAR,72753,Fargo,ND,US,46.91,-96.8,277,1,KFAR
KEED,EED,72380,Needles,CA,US,34.78,-114.62,302,6,KEED
KBED,BED,74490,Bedford,MA,US,42.47,-71.29,50,2,KBED
KPMD,PMD,72382,Palmdale,CA,US,34.63,-118.08,780,6,KPMD
KSLC,SLC,72572,Salt Lake City,UT,US,40.79,-111.97,1286,0,KSLC
KEKN,EKN,72417,Elkins,WV,US,38.89,-79.85,603,4,KEKN
KIAG,IAG,,Niagara Falls,NY,US,43.11,-78.95,182,4,KIAG
KGUY,GUY,,Guymon,OK,US,36.69,-101.51,948,7,KGUY
KAJO,AJO,,Corona,CA,US,33.898,-117.602,163,8,KAJO
KTXK,TXK,,Texarkana,AR,US,33.46,-94.0,111,6,KTXK
KSTJ,STJ,72449,St. Joseph,MO,US,39.77,-94.91,247,4,KSTJ
CYQG,YQG,71538,Windsor,ON,CA,42.28,-82.97,190,6,CYQG
KPBG,PBG,,Plattsburgh,NY,US,44.651,-73.468,72,8,KPBG
KTWF,TWF,,Twin Falls,ID,US,42.48,-114.48,1266,6,KTWF
K36U,36U,,Heber,UT,US,40.48,-111.43,1718,8,K36U
CYBU,YBU,71130,Nipawin,SK,CA,53.34,-104.0,374,7,CYBU
KOMA,OMA,72550,Omaha,NE,US,41.3,-95.9,312,2,KOMA
KPHL,PHL,72408,Philadelphia,PA,US,39.89,-75.25,18,3,KPHL
KCID,CID,72545,Cedar Rapids,IA,US,41.89,-91.7,264,4,KCID
KYUM,YUM,72280,Yuma,AZ,US,32.66,-114.6,63,3,KYUM
KLMN,,74646,Lamont ARM,OK,US,36.62,-97.51,314,8,KLMN
KAMA,AMA,72363,Amarillo,TX,US,35.23,-101.7,1093,3,KAMA
KLCH,LCH,72240,Lake Charles,LA,US,30.12,-93.22,4,3,KLCH
KLCK,LCK,,Rickenbacker AFB,OH,US,39.83,-82.93,227,7,KLCK
KHLG,HLG,,Wheeling,WV,US,40.17,-80.65,372,6,KHLG
KSPF,SPF,,Spearfish,SD,US,44.47,-103.82,1303,7,KSPF
KMHV,MHV,,Mojave,CA,US,35.059,-118.151,849,7,KMHV
KLSE,LSE,72643,La Crosse,WI,US,43.88,-91.25,199,6,KLSE
KBQK,BQK,,Brunswick Glynco,GA,US,31.15,-81.47,8,7,KBQK
KGPT,GPT,,Gulfport-Biloxi,MS,US,30.4,-89.07,14,6,KGPT
KADM,ADM,,Ardmore,OK,US,34.303,-97.02,232,4,KADM
KEYW,EYW,72201,Key West,FL,US,24.55,-81.75,5,2,KEYW
KCSM,CSM,,Clinton,OK,US,35.36,-99.2,588,7,KCSM
KBDR,BDR,72504,Bridgeport,CT,US,41.18,-73.13,7,3,KBDR
KBUR,BUR,72288,Burbank-Glendale-Pasadena,CA,US,34.2,-118.36,217,6,KBUR
KMLB,MLB,72204,Melbourne,FL,US,28.11,-80.63,11,4,KMLB
KRWL,RWL,,Rawlins,WY,US,41.8,-107.2,2077,6,KRWL
KCSG,CSG,,Columbus,GA,US,32.53,-84.93,135,6,KCSG
KISO,ISO,,Kinston,NC,US,35.331,-77.609,29,7,KISO
KSBA,SBA,,Santa Barbara,CA,US,34.44,-119.83,3,6,KSBA
KCGX,CGX,,Chicago/Meigs,IL,US,41.88,-87.62,181,7,KCGX
KLBT,LBT,,Lumberton,NC,US,34.61,-79.06,37,7,KLBT
KGXA,GXA,,Palmdale,CA,US,34.5666666667,-117.666666667,923,8,KGXA
KBVI,BVI,,Beaver,PA,US,40.76,-80.33,382,6,KBVI
KGTF,GTF,72775,Great Falls,MT,US,47.48,-111.35,1119,0,KGTF
KELM,ELM,,Elmira,NY,US,42.18,-76.9,302,6,KELM
KEUG,EUG,72693,Eugene,OR,US,44.12,-123.22,114,1,KEUG
KMLC,MLC,,McAlester,OK,US,34.89,-95.78,232,6,KMLC
KDAB,DAB,,Daytona Beach,FL,US,29.18,-81.05,9,3,KDAB
CWTA,WTA,71612,McTavish,QB,CA,45.46,-73.61,29,7,CWTA
KGUP,GUP,,Gallup,NM,US,35.53,-108.78,1971,6,KGUP
,WLC,74466,Wolcott Profiler,IN,US,40.81,-87.0,212,8,WLC
KJBR,JBR,,Jonesboro,AR,US,35.83,-90.65,79,6,KJBR
KORD,ORD,72530,Chicago/O'Hare,IL,US,41.98,-87.9,200,0,KORD
KAIA,AIA,,Alliance,NE,US,42.05,-102.8,1196,7,KAIA
KMKG,MKG,72636,Muskegon,MI,US,43.18,-86.27,191,4,KMKG
KNID,NID,74612,China Lake Naws,CA,US,35.686,-117.692,696,4,KNID
KGLH,GLH,,Greenville,MS,US,33.48,-90.98,45,6,KGLH
MMMD,MID,76644,Merida,,MX,20.98,-89.65,10,5,MMMD
KMSP,MSP,72658,Minneapolis-St. Paul,MN,US,44.89,-93.22,265,0,KMSP
KCEF,CEF,74491,Chicopee,MA,US,42.21,-72.53,75,7,KCEF
CYMX,YMX,71626,Montreal/Mirabel,QB,CA,45.69,-74.04,82,1,CYMX
KMTH,MTH,,Marathon,FL,US,24.74,-81.05,2,7,KMTH
KDFW,DFW,72259,Dallas/Ft. Worth,TX,US,32.91,-97.03,174,0,KDFW
KSNY,SNY,72561,Sidney,NE,US,41.11,-102.98,1307,6,KSNY
KARA,ARA,,New Iberia,LA,US,30.03,-91.88,18,7,KARA
KFTW,FTW,,Ft. Worth/Meacham,TX,US,32.83,-97.35,214,2,KFTW
CYTS,YTS,71739,Timmins,ON,CA,48.58,-81.38,295,6,CYTS
KSDM,SDM,,San Diego/Brown Field,CA,US,32.58,-116.98,159,7,KSDM
MUVT,,78357,Las Tumas,,CU,20.95,-76.95,106,7,MUVT
KBLU,BLU,,Blue Canyon,CA,US,39.29,-120.7,1609,7,KBLU
KMCI,MCI,72446,Kansas City Intl,MO,US,39.33,-94.72,320,0,KMCI
KPFN,PFN,,Panama City,FL,US,30.2,-85.6833333333,12,8,KPFN
KIMT,IMT,,Iron Mountain,MI,US,45.81,-88.11,349,7,KIMT
KWWR,WWR,,West Woodward,OK,US,36.44,-99.52,667,7,KWWR
KHIE,HIE,,Whitefield,NH,US,44.36,-71.53,318,7,KHIE
KBIV,BIV,,Holland,MI,US,42.75,-86.1,208,7,KBIV
MMRX,REX,,Reynosa,,MX,26.02,-98.23,39,6,MMRX
KDPA,DPA,,Chicago/DuPage,IL,US,41.93,-88.25,231,6,KDPA
KSLN,SLN,,Salina,KS,US,38.8,-97.65,385,6,KSLN
KCNM,CNM,,Carlsbad,NM,US,32.34,-104.27,985,6,KCNM
KC35,C35,,Reedsburg,WI,US,43.5333333333,-89.9833333333,276,8,KC35
CYPA,YPA,71869,Prince Albert,SK,CA,53.23,-105.67,428,6,CYPA
KPQI,PQI,72713,Presque Isle,ME,US,46.69,-68.05,146,6,KPQI
KMSY,MSY,72231,New Orleans Intl,LA,US,29.98,-90.25,5,0,KMSY
KMRF,MRF,72264,Marfa,TX,US,30.38,-104.02,1481,6,KMRF
K5R0,5R0,,East Addition B3,TX,US,28.23,-93.72,0,8,K5R0
KBNA,BNA,72327,Nashville Metro,TN,US,36.12,-86.68,210,2,KBNA
KGSB,GSB,,Seymour-Johnson,NC,US,35.34,-77.97,33,6,KGSB
KRAD,RAD,,Warroad,MN,US,48.94,-95.34,327,7,KRAD
CYEG,YEG,71123,Edmonton Intl,AB,CA,53.33,-113.58,723,6,CYEG
KCKL,CKL,,Centreville,AL,US,32.91,-87.25,140,8,KCKL
KEPZ,EPZ,72364,Santa Teresa,NM,US,31.87,-106.7,1251,8,KEPZ
KHBG,HBG,,Hattiesburg,MS,US,31.265,-89.253,44,7,KHBG
KGDV,GDV,,Glendive,MT,US,47.14,-104.8,749,6,KGDV
KFPR,FPR,,Fort Pierce,FL,US,27.5,-80.37,13,7,KFPR
KEVW,EVW,,Evanston,WY,US,41.27,-111.03,2177,7,KEVW
CYVR,YVR,71892,Vancouver,BC,CA,49.19,-123.18,2,6,CYVR
KTCL,TCL,,Tuscaloosa,AL,US,33.22,-87.61,49,6,KTCL
KMRY,MRY,,Monterey Peninsula,CA,US,36.59,-121.84,66,2,KMRY
KHOT,HOT,,Hot Springs,AR,US,34.48,-93.1,162,6,KHOT
KMSL,MSL,,Muscle Shoals,AL,US,34.75,-87.61,164,6,KMSL
KCSQ,CSQ,,Creston,IA,US,41.02,-94.37,394,8,KCSQ
KILM,ILM,,Wilmington,NC,US,34.28,-77.92,9,0,KILM
KCSV,CSV,,Crossville,TN,US,35.96,-85.08,570,6,KCSV
KDAG,DAG,,Daggett,CA,US,34.88,-116.78,587,6,KDAG
KCLM,CLM,,Port Angeles,WA,US,48.12,-123.5,85,6,KCLM
CWOS,WOS,71399,Shelborne,NS,CA,43.73,-65.25,30,8,CWOS
KPLN,PLN,,Pellston,MI,US,45.58,-84.8,217,6,KPLN
KPNS,PNS,72222,Pensacola,FL,US,30.47,-87.2,38,6,KPNS
CYWG,YWG,71852,Winnipeg,MB,CA,49.93,-97.23,239,0,CYWG
KHVN,HVN,,New Haven,CT,US,41.28,-72.88,4,7,KHVN
KSUT,SUT,,Southport,NC,US,33.96,-78.07,6,7,KSUT
KLWS,LWS,72783,Lewiston,ID,US,46.39,-117.02,438,6,KLWS
KLEX,LEX,72422,Lexington,KY,US,38.05,-84.6,300,4,KLEX
KEAT,EAT,,Wenatchee,WA,US,47.41,-120.2,377,6,KEAT
KVNY,VNY,,Van Nuys,CA,US,34.21,-118.49,245,6,KVNY
KPDT,PDT,72688,Pendleton,OR,US,45.69,-118.85,462,2,KPDT
KISP,ISP,,Islip,NY,US,40.8,-73.1,43,4,KISP
KOFK,OFK,72556,Norfolk,NE,US,41.98,-97.43,470,6,KOFK
KCYS,CYS,72564,Cheyenne,WY,US,41.16,-104.82,1868,3,KCYS
MMTM,TAM,76548,Tampico,,MX,22.28,-97.87,24,6,MMTM
CYZV,YZV,71811,Sept Iles,QB,CA,50.23,-66.27,55,5,CYZV
KVAD,VAD,74781,Moody AFB,GA,US,30.97,-83.2,71,6,KVAD
KBVY,BVY,,Beverly,MA,US,42.58,-70.92,28,7,KBVY
KZZV,ZZV,,Zanesville,OH,US,39.96,-81.9,268,6,KZZV
KY22,Y22,72669,Lemmon,SD,US,45.9166666667,-102.166666667,781,7,KY22
KTPH,TPH,72485,Tonopah,NV,US,38.08,-117.08,1652,0,KTPH
KFSM,FSM,72344,Fort Smith,AR,US,35.34,-94.37,140,3,KFSM
KELD,ELD,,El Dorado,AR,US,33.23,-92.8,81,6,KELD
CYLJ,YLJ,71125,Meadow Lake,SK,CA,54.14,-108.52,480,7,CYLJ
MMML,MXL,,Mexicali,,MX,32.66,-115.49,22,6,MMML
KTUP,TUP,72332,Tupelo,MS,US,34.28,-88.77,105,4,KTUP
KOGD,OGD,72575,Ogden,UT,US,41.2,-112.01,1353,1,KOGD
KLAR,LAR,,Laramie,WY,US,41.33,-105.68,2216,6,KLAR
KSDY,SDY,,Sidney,MT,US,47.73,-104.18,605,6,KSDY
KINF,INF,,Inverness,FL,US,28.78,-82.31,20,8,KINF
KSLB,SLB,,Storm Lake,IA,US,42.6,-95.23,454,8,KSLB
KBFD,BFD,,Bradford,PA,US,41.8,-78.64,647,6,KBFD
KHBR,HBR,,Hobart,OK,US,35.01,-99.05,473,6,KHBR
KLAF,LAF,,Lafayette,IN,US,40.43,-86.93,182,4,KLAF
KHDN,HDN,72571,Hayden,CO,US,40.51,-107.25,2012,6,KHDN
KCAK,CAK,72521,Akron-Canton,OH,US,40.93,-81.43,377,6,KCAK
KOTH,OTH,72691,North Bend,OR,US,43.43,-124.25,4,6,KOTH
KELN,ELN,,Ellensburg,WA,US,47.03,-120.53,519,7,KELN
KALI,ALI,,Alice,TX,US,27.74,-98.04,53,6,KALI
KEPH,EPH,,Ephrata,WA,US,47.33,-119.52,383,6,KEPH
KCDR,CDR,,Chadron,NE,US,42.84,-103.08,1010,6,KCDR
KAKO,AKO,,Akron,CO,US,40.1743,-103.215,1421,4,KAKO
KJAC,JAC,,Jackson,WY,US,43.61,-110.73,1961,6,KJAC
KFKL,FKL,,Franklin,PA,US,41.39,-79.87,469,6,KFKL
KLDM,LDM,,Ludington,MI,US,43.96,-86.41,197,7,KLDM
,NLG,74445,Neligh Profiler,NE,US,42.19,-97.74,528,8,NLG
CYQT,YQT,71749,Thunder Bay,ON,CA,48.38,-89.32,199,0,CYQT
KTTN,TTN,,Trenton,NJ,US,40.28,-74.81,59,7,KTTN
KGGG,GGG,72247,Longview,TX,US,32.38,-94.71,107,4,KGGG
KBBD,BBD,,Brady,TX,US,31.179,-99.324,557,8,KBBD
KGYY,GYY,,Gary,IN,US,41.62,-87.42,180,4,KGYY
KCDC,CDC,,Cedar City,UT,US,37.7,-113.1,1714,4,KCDC
KBTR,BTR,,Baton Rouge,LA,US,30.54,-91.15,21,4,KBTR
KLOZ,LOZ,72329,London,KY,US,37.09,-84.04,362,6,KLOZ
KMIB,MIB,,Minot AFB,ND,US,48.43,-101.35,508,6,KMIB
KPBI,PBI,72203,West Palm Beach,FL,US,26.68,-80.12,6,3,KPBI
KTIW,TIW,,Tacoma Narrows,WA,US,47.27,-122.58,89,7,KTIW
K2G6,2G6,,Meadville,PA,US,41.63,-80.21,386,8,K2G6
KMIA,MIA,,Miami Intl,FL,US,25.82,-80.28,3,0,KMIA
KUMN,UMN,72349,Monett,MO,US,36.89,-93.9,437,8,KUMN
KGUC,GUC,,Gunnison,CO,US,38.55,-106.92,2339,6,KGUC
KALO,ALO,72548,Waterloo,IA,US,42.55,-92.4,264,4,KALO
KMGW,MGW,,Morgantown,WV,US,39.64,-79.92,378,3,KMGW
KEPM,EPM,72608,Eastport,ME,US,44.96,-67.1,23,6,KEPM
KCBE,CBE,,Cumberland,MD,US,39.615,-78.761,236,7,KCBE
KAXN,AXN,,Alexandria,MN,US,45.87,-95.41,433,3,KAXN
KENW,ENW,,Kenosha,WI,US,42.59,-87.94,219,7,KENW
KO22,O22,,Columbia,CA,US,38.02,-120.36,714,7,KO22
KBNY,BNY,,Burney,CA,US,40.89,-121.67,957,7,KBNY
KJFK,JFK,74486,New York/JFK,NY,US,40.66,-73.78,9,1,KJFK
KSFO,SFO,72494,San Francisco,CA,US,37.62,-122.36,3,0,KSFO
KSJC,SJC,74505,San Jose,CA,US,37.37,-121.93,24,6,KSJC
KLIT,LIT,,Little Rock,AR,US,34.73,-92.23,79,0,KLIT
KABR,ABR,72659,Aberdeen,SD,US,45.46,-98.43,397,3,KABR
KDPG,DPG,74003,Dugway Proving Ground,UT,US,40.21,-112.93,1326,3,KDPG
KSEP,SEP,72260,Stephenville,TX,US,32.215,-98.178,402,7,KSEP
KFNB,FNB,,Falls City,NE,US,40.08,-95.58,300,7,KFNB
KPRC,PRC,,Prescott,AZ,US,34.65,-112.42,1524,3,KPRC
KGAG,GAG,,Gage,OK,US,36.3,-99.77,668,6,KGAG
KMNM,MNM,,Menominee,MI,US,45.12,-87.63,191,7,KMNM
KLYH,LYH,72410,Lynchburg,VA,US,37.34,-79.2,295,6,KLYH
KCLT,CLT,72314,Charlotte,NC,US,35.21,-80.94,220,4,KCLT
KTEB,TEB,,Teterboro,NJ,US,40.86,-74.05,7,6,KTEB
KEKO,EKO,,Elko,NV,US,40.84,-115.78,1547,3,KEKO
MUMO,,,Moa,,CU,20.65,-74.92,5,7,MUMO
KHUT,HUT,,Hutchinson,KS,US,38.08,-97.87,467,6,KHUT
CWHI,WHI,71249,Three Hills,AB,CA,51.71,-113.22,907,7,CWHI
KSNS,SNS,,Salinas,CA,US,36.66,-121.61,30,6,KSNS
KRSW,RSW,,Fort Myers/SW Florida Intl,FL,US,26.54,-81.76,10,6,KRSW
KRNH,RNH,,New Richmond,WI,US,45.148,-92.538,304,7,KRNH
CYCG,YCG,71884,Castlegar,BC,CA,49.3,-117.63,495,6,CYCG
KWJF,WJF,,Lancaster,CA,US,34.73,-118.22,715,6,KWJF
KOKX,OKX,72501,Brookhaven/Upton,NY,US,40.8666666667,-72.8666666667,26,8,KOKX
KBZN,BZN,,Bozeman,MT,US,45.79,-111.15,1361,4,KBZN
KVPS,VPS,72221,Eglin AFB,FL,US,30.48,-86.53,26,6,KVPS
KSMN,SMN,72686,Salmon,ID,US,45.12,-113.88,1233,6,KSMN
K2G4,2G4,,Oakland,MD,US,39.58,-79.339,894,8,K2G4
KJLN,JLN,,Joplin,MO,US,37.152,-94.495,299,6,KJLN
KPOB,POB,72303,Pope AFB,NC,US,35.18,-79.02,66,6,KPOB
KGRB,GRB,72645,Green Bay,WI,US,44.48,-88.13,208,3,KGRB
KMPX,MPX,72649,Chanhassen,MN,US,44.85,-93.5666666667,288,8,KMPX
KBRL,BRL,,Burlington,IA,US,40.79,-91.12,211,6,KBRL
,CNW,74550,Conway Profiler,MO,US,37.53,-92.71,377,8,CNW
KONP,ONP,72695,Newport,OR,US,44.58,-124.05,48,6,KONP
KSMF,SMF,,Sacramento Intl,CA,US,38.7,-121.6,6,6,KSMF
KH02,H02,,High Island 334A,LA,US,28.06,-93.4,30,7,KH02
MMGM,GYM,,Guaymas,,MX,27.97,-110.93,20,5,MMGM
KMLT,MLT,,Millinocket,ME,US,45.66,-68.68,123,6,KMLT
KLIC,LIC,,Limon,CO,US,39.2734,-103.667,1630,4,KLIC
KTCM,TCM,74206,McChord AFB,WA,US,47.09,-122.42,83,6,KTCM
CWNL,WNL,71462,Great Duck Is,ON,CA,45.64,-82.97,183,7,CWNL
MUCL,,,Cayo Largo Del Sur,,CU,21.63,-81.55,5,7,MUCL
KBML,BML,72616,Berlin,NH,US,44.59,-71.18,345,7,KBML
KCRE,CRE,,North Myrtle Beach,SC,US,33.81,-78.72,10,6,KCRE
KHMM,HMM,,Hamilton,MT,US,46.25,-114.15,1110,9,KHMM
KDET,DET,,Detroit City,MI,US,42.43,-83.02,190,3,KDET
KGWX,GWX,,Columbus AFB,MS,US,33.92,-88.26,108,8,KGWX
MMAS,AGU,76571,Aguascalientes,,MX,21.88,-102.3,1863,6,MMAS
KE28,E28,74733,White Sands Space Harbor,NM,US,32.94,-106.41,1192,8,KE28
KHNR,HNR,,Harlan,IA,US,41.584,-95.34,375,8,KHNR
KBDG,BDG,,Blanding,UT,US,37.5833333333,-109.466666667,1788,7,KBDG
KIXA,IXA,,Roanoke Rapids,NC,US,36.33,-77.635,44,8,KIXA
KE74,E74,,Safford,AZ,US,32.83,-109.68,900,8,KE74
KRUE,RUE,,Russellville,AR,US,35.26,-93.09,115,7,KRUE
KFXE,FXE,,Fort Lauderdale Executive,FL,US,26.2,-80.17,6,7,KFXE
CWQG,WQG,71151,Valcartier,QB,CA,46.91,-71.5,168,8,CWQG
KSPI,SPI,72439,Springfield,IL,US,39.86,-89.67,181,6,KSPI
KOTM,OTM,,Ottumwa,IA,US,41.11,-92.45,256,6,KOTM
CWLB,WLB,71931,Lac La Biche,AB,CA,54.78,-112.02,567,7,CWLB
KVQQ,VQQ,,Jacksonville/Cecil Field NAS,FL,US,30.219,-81.877,25,7,KVQQ
KMTN,MTN,,Martin,MD,US,39.34,-76.42,7,6,KMTN
KSSI,SSI,,Brunswick,GA,US,31.15,-81.38,6,6,KSSI
CYXU,YXU,71623,London,ON,CA,43.04,-81.15,278,6,CYXU
KPHN,PHN,,St. Clair,MI,US,42.92,-82.53,198,7,KPHN
MUCU,,78264,Santiago De Cuba,Oriente,CU,19.966,-75.85,76,6,MUCU
KOLM,OLM,72792,Olympia,WA,US,46.98,-122.9,58,6,KOLM
KRWI,RWI,,Rocky Mt.Wilson,NC,US,35.86,-77.88,47,6,KRWI
KGRI,GRI,72552,Grand Island,NE,US,40.98,-98.32,561,6,KGRI
KBUF,BUF,72528,Buffalo,NY,US,42.94,-78.73,211,0,KBUF
KCAD,CAD,,Cadillac,MI,US,44.29,-85.42,398,7,KCAD
KGLS,GLS,72242,Galveston,TX,US,29.27,-94.87,6,6,KGLS
KBMX,BMX,72230,Birmingham WFO,AL,US,33.1666666667,-86.7666666667,197,8,KBMX
KTVR,TVR,,Vicksburg,MS,US,32.35,-91.03,26,7,KTVR
KMOP,MOP,,Mount Pleasant,MI,US,43.62,-84.74,230,7,KMOP
KSTC,STC,72655,St. Cloud,MN,US,45.55,-94.07,314,3,KSTC
KSPS,SPS,72351,Sheppard AFB,TX,US,33.98,-98.48,308,4,KSPS
KLWT,LWT,,Lewiston,MT,US,47.05,-109.45,1270,6,KLWT
KECG,ECG,,Elizabeth City,NC,US,36.26,-76.18,11,6,KECG
KILN,ILN,72426,Wilmington,OH,US,39.43,-83.8,322,3,KILN
KSJT,SJT,72263,San Angelo,TX,US,31.38,-100.5,576,5,KSJT
KHMN,HMN,74732,Holloman AFB,NM,US,32.86,-106.1,1248,4,KHMN
KFST,FST,,Fort Stockton,TX,US,30.93,-102.82,883,6,KFST
CYQL,YQL,71874,Lethbridge,AB,CA,49.64,-112.8,929,6,CYQL
KGRF,GRF,74207,Fort Lewis,WA,US,47.09,-122.58,92,6,KGRF
KRKD,RKD,,Rockland,ME,US,44.08,-69.12,17,7,KRKD
K48I,48I,,Sutton,WV,US,38.687,-80.652,397,8,K48I
KMSS,MSS,,Massena,NY,US,44.94,-74.85,66,6,KMSS
KPNE,PNE,,North Philadelphia,PA,US,40.09,-75.02,28,4,KPNE
